"37.7658","-122.3978","2016-06-26T04:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-26T04:00","CO","0.42","PPM"
"37.7658","-122.3978","2016-06-26T05:00","PM2.5","13.7","UG/M3"
"37.7658","-122.3978","2016-06-26T05:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T05:00","NO2","3.0","PPB"
"37.7658","-122.3978","2016-06-26T05:00","CO","0.39","PPM"
"37.7658","-122.3978","2016-06-26T06:00","PM2.5","12.8","UG/M3"
"37.7658","-122.3978","2016-06-26T06:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T06:00","NO2","3.0","PPB"
"37.7658","-122.3978","2016-06-26T06:00","CO","0.38","PPM"
"37.7658","-122.3978","2016-06-26T07:00","PM2.5","12.5","UG/M3"
"37.7658","-122.3978","2016-06-26T07:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T07:00","NO2","2.0","PPB"
"37.7658","-122.3978","2016-06-26T07:00","CO","0.36","PPM"
"37.7658","-122.3978","2016-06-26T08:00","PM2.5","12.3","UG/M3"
"37.7658","-122.3978","2016-06-26T08:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T08:00","NO2","2.0","PPB"
"37.7658","-122.3978","2016-06-26T08:00","CO","0.36","PPM"
"37.7658","-122.3978","2016-06-26T09:00","PM2.5","12.4","UG/M3"
"37.7658","-122.3978","2016-06-26T09:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T09:00","NO2","1.0","PPB"
"37.7658","-122.3978","2016-06-26T09:00","CO","0.36","PPM"
"37.7658","-122.3978","2016-06-26T10:00","PM2.5","11.5","UG/M3"
"37.7658","-122.3978","2016-06-26T10:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T11:00","PM2.5","11.1","UG/M3"
"37.7658","-122.3978","2016-06-26T11:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T11:00","NO2","3.0","PPB"
